,S0,K,V0,T,r,n,m,closed_solution,mc_price,mc_simulation
0,2,1.5,0.01,0.5,0,100,10000,0.5012735313429175,0.502481282652313,"[[2.         2.01110865 2.01164474 ... 2.06582659 2.06582659 2.06825552]
 [2.         1.97702603 1.95581076 ... 2.12489374 2.10642143 2.03974624]
 [2.         1.99313172 1.97995128 ... 1.97843695 1.97727669 1.99142948]
 ...
 [2.         2.00603558 1.99881779 ... 1.83344498 1.83113558 1.82084829]
 [2.         1.99484788 2.00281214 ... 1.77237629 1.73583709 1.70233662]
 [2.         2.00247058 2.01548984 ... 1.75656537 1.6979455  1.69128761]]"
