,price,stock,maturity
0,0.030212184635254324,1.9428601411175404,1.0
1,0.0,2.0157297156660916,1.0
2,0.0,1.9736249052845845,1.0
3,0.23800449465981677,1.9695817600254715,1.0
4,0.0,2.0354610074271613,1.0
5,0.0,2.011847443654026,1.0
6,0.0,2.0168375837867423,1.0
7,0.0,2.0093626653634193,1.0
8,0.0,1.9892238288571078,1.0
9,0.04511270587099325,1.9461047726876364,1.0
10,0.0,1.9875828740405859,1.0
11,0.23579952162726547,1.976818804937429,1.0
12,0.0,2.0018438509879797,1.0
13,0.2665748397849881,1.9893754179607444,1.0
14,0.0,2.015508790808285,1.0
15,0.22209979374683098,2.015123873494907,1.0
16,0.0,1.9696550603986815,1.0
17,0.10844694898045448,1.9984913931755426,1.0
18,0.0,1.9853232801618357,1.0
19,0.07145985886852513,1.9795007273189464,1.0
20,0.0,1.9684079885330579,1.0
21,0.0,2.0243619321141817,1.0
22,0.2091052870306962,1.9719661158676602,1.0
23,0.2770818244804869,2.010465152047824,1.0
24,0.0,2.0474017533804307,1.0
25,0.0327593342289223,1.992908093553077,1.0
26,0.0675487575082192,1.991415897030752,1.0
27,0.12098099504831916,1.959507763301993,1.0
28,0.025434602073077794,2.0309651390272387,1.0
29,0.46058525884877843,2.0115042807023116,1.0
30,0.0,2.009371828407658,1.0
31,0.32334842025850774,1.9817969853643076,1.0
32,0.0,2.0343706683904754,1.0
33,0.16312490983574834,2.0322339818201196,1.0
34,0.0037629320329282123,1.965506157414205,1.0
35,0.0,2.022692035966606,1.0
36,0.0,1.939529213512586,1.0
37,0.0,1.9979866425758206,1.0
38,0.0,2.0693707257045637,1.0
39,0.0,2.001721986865007,1.0
40,0.04001980724545673,2.0120545817911446,1.0
41,0.030228225242475038,1.9686364602256343,1.0
42,0.0,2.0091973104594634,1.0
43,0.0,2.00235187594259,1.0
44,0.23253123462061298,1.977983745405376,1.0
45,0.0,2.013000004077136,1.0
46,0.0,2.006424672263168,1.0
47,0.3451791175708916,2.000411374272251,1.0
48,0.0,2.0043045760245004,1.0
49,0.0,1.9931167959636442,1.0
50,0.358681889414747,2.0219638365527293,1.0
51,0.009151971892569666,2.0079129481845213,1.0
52,0.0,1.9750066677577898,1.0
53,0.0,2.031242810819446,1.0
54,0.4702142727320684,1.9809521344547019,1.0
