,price,stock,maturity
0,0.0,2.0358730307936943,0.5
1,0.13338282776565258,2.049620426600883,0.5
2,0.0915778492883641,1.9159755238041043,0.5
3,0.3174867834781696,2.0106614727950727,0.5
4,0.14210141700051437,2.0272298846761307,0.5
5,0.02500522947678485,2.0360910347772863,0.5
6,0.14715102741548014,2.0396284162351557,0.5
7,0.0,2.0352794015226485,0.5
8,0.0,1.9910896771812776,0.5
9,0.30328089144628834,1.9956268995435178,0.5
10,0.07579261761574463,2.069099031694258,0.5
11,0.23422472038972586,2.0505346719463393,0.5
12,0.10870761771208759,2.025603641446542,0.5
13,0.0,1.8570121623316835,0.5
14,0.0,2.0301170364846906,0.5
15,0.0,1.8409689148774624,0.5
16,0.0,1.9717890653932466,0.5
17,0.0,1.8681660126032191,0.5
18,0.0,1.9802921642344977,0.5
19,0.05923251516508765,2.0083217460933755,0.5
20,0.0,1.9839061265740177,0.5
21,0.1524788410572664,1.993868575025931,0.5
22,0.006882715261473216,2.0579387698646374,0.5
23,0.10636123907655959,1.9313716341549432,0.5
24,0.05028981209640726,1.9866601930206975,0.5
25,0.02707758970451213,2.0171442221129277,0.5
26,0.06436480863504057,2.0239765692043505,0.5
27,0.16264724902504213,1.931996260576235,0.5
28,0.17587113525742204,2.017102946447927,0.5
29,0.0,1.9814614139889342,0.5
30,0.1728902553951297,2.0419179626136965,0.5
31,0.15589547430274475,1.9897976847905947,0.5
32,0.07442460931337092,2.002845635964467,0.5
33,0.0,1.9961949730906183,0.5
34,0.20195204238740327,2.028468409446136,0.5
35,0.0,2.0026789714932063,0.5
36,0.0,1.9577141826292377,0.5
37,0.0,2.0092268341244117,0.5
38,0.07417924676647436,1.9891017941970426,0.5
39,0.22282249699050993,2.0495972247529304,0.5
40,0.0,1.9934371348153883,0.5
41,0.09685208050234362,1.9764058194548964,0.5
42,0.021287551231425894,2.019681508501563,0.5
43,0.006400975736365222,2.0164774424942866,0.5
44,0.010212084328481641,1.9098441832501558,0.5
45,0.21569007982070776,2.0012653302976764,0.5
46,0.25996507451194617,2.0856717472517645,0.5
47,0.24776938650945945,2.0152372228790143,0.5
48,0.2685560549295656,1.9863546794614686,0.5
49,0.0,1.9438027893643985,0.5
50,0.1720589511651931,2.026242580992986,0.5
51,0.0,2.072610123577661,0.5
52,0.08896451963646346,1.9858791275968857,0.5
53,0.11081127838721594,2.0331620364135086,0.5
54,0.0,1.929394597035409,0.5
55,0.0,2.0282167781171823,0.5
56,0.08205864502136295,1.9710037362621806,0.5
57,0.017219092332124042,2.029421385378129,0.5
58,0.0,2.0179420165651365,0.5
59,0.12227502117233957,2.0299178673639613,0.5
60,0.13758735782070763,2.032334448985881,0.5
61,0.025328513267274477,1.962770333800004,0.5
62,0.1786179481921346,2.0304732537144115,0.5
63,0.08117177840415613,2.009988276009682,0.5
64,0.0,1.9762752739818943,0.5
65,0.0,2.0476903890401217,0.5
66,0.0,1.9758077585610268,0.5
67,0.009227698165258591,1.9564818109311972,0.5
68,0.1988001135307056,2.0271687367990423,0.5
69,0.0,2.0216768978533173,0.5
70,0.17757903495922234,2.051261915292883,0.5
71,0.0,1.9671227759814964,0.5
72,0.06610476404823551,2.003183896595135,0.5
73,0.08209117108216413,1.950226585369918,0.5
74,0.07382437124791696,1.931857180547624,0.5
75,0.0,1.9575926912837898,0.5
76,0.0,2.011243246719166,0.5
77,0.0,2.0581416317704337,0.5
78,0.06411406558978205,1.944199558971108,0.5
79,0.11401064022919005,1.970413033656711,0.5
80,0.09889984341024016,2.0054042879563427,0.5
81,0.10067260076676732,2.04351044634115,0.5
82,0.0733461520073293,1.9655171050512183,0.5
83,0.03725263883223917,1.9860578397659208,0.5
84,0.05466211975513868,1.9406143232006483,0.5
85,0.0,1.962215659501372,0.5
86,0.0,2.013846946854827,0.5
87,0.027055482363373518,1.991627401412446,0.5
88,0.0,2.0405780150021884,0.5
89,0.0,2.0334781202736045,0.5
90,0.0,1.8767862212920394,0.5
91,0.00012734867408292772,1.9816553232567946,0.5
92,0.0,1.9323428115959398,0.5
93,0.15202595558665566,1.9880786207911525,0.5
94,0.07590763477776363,2.038486110414274,0.5
95,0.1157321262260469,2.0531107697189723,0.5
96,0.1447542736093208,1.8640641544652108,0.5
97,0.0,2.019499844027944,0.5
98,0.1490706915130673,2.023048984196033,0.5
99,0.1252734048296964,1.9650445983192129,0.5
100,0.0,2.0274584971521725,0.5
101,0.0,2.0047050880529538,0.5
102,0.0,2.0262005895083965,0.5
103,0.20438258086223682,2.1038211525961423,0.5
104,0.05556124068485957,1.9567449285215353,0.5
105,0.17988707926958902,2.0144939314577366,0.5
106,0.0007759775896483134,1.975360356180511,0.5
107,0.0,1.9741056461367643,0.5
