,stock_zero,price
0,0.5243027281676516,0.0
1,0.5224281429121419,0.0
2,0.4991813151435574,0.0
3,0.4943534313321433,0.0
4,0.502161182247873,0.0
5,0.5191925510401578,0.0
6,0.4525463389075647,0.0
7,0.5219816049461455,0.0
8,0.5016610806192129,0.0
9,0.4832884364898462,0.0
10,0.4538438247301137,0.0
11,0.5067821435327056,0.0
12,0.5049633492176212,0.0
13,0.5040443856405998,0.0
14,0.4716270701260305,0.0
15,0.4963669431463274,0.0
16,0.5075130319224973,0.0
17,0.4749913480181507,0.0
18,0.5200573296924774,0.0
19,0.4833304183756959,0.0
20,0.5063136149473513,0.0
21,0.5703558915556461,0.0
22,0.4658508549123722,0.0
23,0.5089309630439587,0.0
24,0.4599034253324017,0.0
25,0.4812990876856101,0.0
26,0.5096707423432654,0.0
27,0.5197637783486899,0.0
28,0.5286989119994893,0.0
29,0.5185925795099362,0.0
30,0.4766585214846313,0.0
31,0.4997361678278252,0.0
32,0.5576487449127525,0.0
33,0.5050418997891071,0.0
34,0.5265019498996186,0.0
35,0.4925633460061114,0.0
36,0.4908919290880535,0.0
37,0.4614473364227298,0.0
38,0.5070751112058757,0.0
39,0.5003311547120852,0.0
40,0.5068197946704629,0.0
41,0.4749577714757929,0.0
42,0.5055927155274997,0.0
43,0.5268012400135436,0.0
44,0.5062271932524194,0.0
45,0.4979530450577551,0.0
46,0.5024171202823327,0.0
47,0.48282462252384106,0.0
48,0.5188751847119045,0.0
49,0.4669773097470514,0.0
50,0.5304871269272633,0.0
51,0.4972401872720325,0.0
52,0.5039590326375111,0.0
53,0.5130027634213516,0.0
54,0.407598369990913,0.0
55,0.479448020291381,0.0
56,0.5142438577766114,0.0
57,0.4784519770286047,0.0
58,0.4851061115013728,0.0
59,0.5216723525462377,0.0
60,0.4656029820690596,0.0
61,0.5118068842111332,0.0
62,0.4823150980585673,0.0
63,0.5276902769294153,0.0
64,0.4784004765934989,0.0
65,0.5068814508863023,0.0
66,0.517060724946822,0.0
67,0.5073946691342855,0.0
68,0.5017405015321016,0.0
69,0.4629089042212019,0.0
70,0.5144156030797866,0.0
71,0.4678004134935348,0.0
72,0.4799154522042983,0.0
73,0.4850917608752261,0.0
74,0.4512008813646763,0.0
75,0.5077335347745949,0.0
76,0.5322518804069727,0.0
77,0.5050429030938467,0.0
78,0.500382355506817,0.0
79,0.4994931890176504,0.0
80,0.5115529454714799,0.0
81,0.5225131490331912,0.0
82,0.5159487701616264,0.0
83,0.5236939185339946,0.0
84,0.5175100366073179,0.0
85,0.4983360152878279,0.0
86,0.5193348254183109,0.0
87,0.5201310888181059,0.0
88,0.5369459300748665,0.0
89,0.5045218377768775,0.0
90,0.4971619795398061,0.0
91,0.492504388538085,0.0
92,0.5243282333700623,0.0
93,0.4947480549639831,0.0
94,0.5056530609961482,0.0
95,0.4998739993110791,0.0
96,0.5056970166935257,0.0
97,0.460844167320965,0.0
98,0.5174653457299024,0.0
99,0.4978787107673919,0.0
100,0.4832877594019913,0.0
101,0.5241466851898139,0.0
102,0.4932308654160665,0.0
103,0.5112715050578709,0.0
104,0.5073106891291876,0.0
105,0.5261118357709389,0.0
106,0.5143601366657999,0.0
107,0.5145709422816839,0.0
108,0.5206350691345377,0.0
109,0.5223631793895425,0.0
110,0.5292513696764135,0.0
111,0.4879060906414857,0.0
112,0.5084573845545425,0.0
113,0.5325617835141794,0.0
114,0.4952638994700153,0.0
115,0.5305816975192341,0.0
116,0.494882697425098,0.0
117,0.5077911538937265,0.0
118,0.5209406814850943,0.0
119,0.5308039337488394,0.0
120,0.5068536942735076,0.0
121,0.4882732916639942,0.0
122,0.4857046247046397,0.0
123,0.5079138369402694,0.0
124,0.4605796094547494,0.0
125,0.4956467342384573,0.0
126,0.5275518149394698,0.0
127,0.4585365438131062,0.0
128,0.5196600038520157,0.0
129,0.5431571893613244,0.0
130,0.5331937884322163,0.0
131,0.5552451419759761,0.0
132,0.5281275683711931,0.0
133,0.5522144673839654,0.0
134,0.5186484205739252,0.0
135,0.4755500374702021,0.0
136,0.5138699830349598,0.0
137,0.5128778435239888,0.0
138,0.5135546994325478,0.0
139,0.5269029524785775,0.0
140,0.5295113297681848,0.0
141,0.5134609439331281,0.0
142,0.4944206034718801,0.0
143,0.5293179324068868,0.0
144,0.4979582604061128,0.0
145,0.4994622154519746,0.0
146,0.5166499102626751,0.0
147,0.518293118846246,0.0
148,0.509033299193552,0.0
149,0.4682953459940934,0.0
150,0.541665126083286,0.0
151,0.5085978347717073,0.0
152,0.4547429849981095,0.0
153,0.4787263156808878,0.0
154,0.5091506497376774,0.0
155,0.42665433438157785,0.0
156,0.5106633634219732,0.0
157,0.501506796361046,0.0
158,0.5093435338954662,0.0
159,0.5264084331476242,0.0
160,0.5001302287858047,0.0
161,0.5331341566705448,0.0
162,0.5070491877095143,0.0
163,0.5233475144840384,0.0
164,0.5249915207870338,0.0
165,0.524264060813014,0.0
166,0.5078714687388514,0.0
167,0.5412230644595547,0.0
168,0.5198086554520208,0.0
169,0.4986786739450379,0.0
170,0.521414784847878,0.0
171,0.4774422591621533,0.0
